Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,AveraCoftwo,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
8715,Bengali Sweet Corner,1,New Delhi,"3, Near PVR Cinema, Community Center, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.14,28.63,"South Indian, Street Food, Desserts",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
7434,Flavors Of London,1,New Delhi,"WZ  167, Naraina Village, Near Sabji Mandi, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.14,28.62,"Desserts, Ice Cream, Fast Food",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18175322,Sardar Ji,1,New Delhi,"WZ429, C/57, Naraina Village, Naraina, New Delhi",Naraina,"Naraina, New Delhi",0,0,"North Indian, Mughlai",120.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
1915,Gopala,1,New Delhi,"Shop 38, C Block Market, Near Mata Mandir, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.27,28.57,"Mithai, Street Food",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
311824,Halal Pizza Fun,1,New Delhi,"E268, Ground Floor, Tikona Park, Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.29,28.56,"Pizza, Fast Food",450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18441549,Liter Basar,1,New Delhi,"Nizamuddin East, Nizamuddin, New Delhi",Nizamuddin,"Nizamuddin, New Delhi",77.24,28.59,Bakery,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
304217,Gagan Assam Bengal Restaurant,1,New Delhi,"7974, Arakashan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21,28.65,"North Indian, Bengali",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
300571,Southern Welcome Restaurant,1,New Delhi,"7876, Arakashan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.22,28.65,"South Indian, North Indian",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,7
6359,Vaga Bond,1,New Delhi,"Hotel Ajanta, 8647, Arakashan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.22,28.65,"North Indian, Chinese, Continental",550.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.9,Orange,Average,7
18312564,Da Pizza Corner,1,New Delhi,"Rz36A, Raj Nagar Part 1,
Palam Colony, Opposite Piller 47, Palam, New Delhi",Palam,"Palam, New Delhi",77.09,28.59,"Fast Food, Pizza",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,7
9974,Nawab Restaurant,1,New Delhi,"WZ 613, Raj Nagar, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.09,28.59,"North Indian, Mughlai",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
18424879, Pack Momos,1,New Delhi,"QU Block, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.14,28.71,Chinese,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,7
307419,Frontier Restaurant,1,New Delhi,"24, BU Block, DDA Market, Outer Ring Road, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.14,28.72,"North Indian, Chinese",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.5,Orange,Average,7
313442,Pandey Chinese Hut,1,New Delhi,"Shop 1, QU Block Park, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.15,28.71,"Chinese, Fast Food",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.7,Orange,Average,7
308364,The Butter Cup,1,New Delhi,"CP 22, Maurya Enclave, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.14,28.7,"Bakery, Desserts",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
306492,Rashi's De La Creme,1,New Delhi,"90, Shankar Vihar, Near Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.29,28.64,Bakery,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18408062,Stallion  Pride Plaza Hotel,1,New Delhi,"Pride Plaza Hotel, 5A, Hospitality District, Aerocity, New Delhi","Pride Plaza Hotel, Aerocity","Pride Plaza Hotel, Aerocity, New Delhi",77.12,28.55,North Indian,2500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.1,Orange,Average,7
18468651,Havmor Ice Cream,1,New Delhi,"Shankar Road, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,"Ice Cream, Desserts",200.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.8,Orange,Average,7
18248991,Sardar A Pure Meat Shop,1,New Delhi,"5/46, Shankar Road, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,"Raw Meats, Fast Food",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
311787,Shawarma King's,1,New Delhi,"53/5, Opposite Andhra Bank, Bada Bazar Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,Fast Food,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18429387,The Culinary Pitaara,1,New Delhi,"Near Rajinder Nagar Metro Station, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,"North Indian, Chinese",900.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.8,Orange,Average,7
18369771,The Sunset,1,New Delhi,"71 Old Rajinder Nagar Market, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,Mughlai,500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.6,Orange,Average,7
18375382,Invitation Foodex,1,New Delhi,"Shop 42, J Block Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.64,"North Indian, Chinese, Mughlai",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.2,Orange,Average,7
18334429,B Two,1,New Delhi,"B2, 107, DDA Flat, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19,28.56,Chinese,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18361271,Morong Ki,1,New Delhi,"B106, NCC Gate, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",0,0,Naga,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
306801,AlArabi Restaurant,1,New Delhi,"5th Floor, Plot 61, Drishay Palace, Near K2 Gas Office, Janta Flat, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.3,28.53,"Arabian, North Indian",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.9,Orange,Average,7
308536,Laziz Fast Food & Laziz Khana,1,New Delhi,"Opposite H block Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.29,28.54,"North Indian, Chinese",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,7
18424619,Sardar Ji Chaap & Rolls,1,New Delhi,"Pocket H & J Market, Pankaj Plaza, Sarita Vihar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.29,28.53,Fast Food,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,7
304633,Charu Nanda's Home Baked Cakes,1,New Delhi,"C2/33, SDA, New Delhi",SDA,"SDA, New Delhi",77.2,28.55,"Bakery, Desserts",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18157406,Shree Bhog Pure Veg Restaurant,1,New Delhi,"S3A, School Block, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.28,28.63,"North Indian, Chinese",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
311364,Believe in Taste,1,New Delhi,"G19, BB Block, Vardhaman Complex, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16,28.72,"North Indian, Chinese, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18352278,Wah G Wah,1,New Delhi,"A J 24, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16,28.71,"North Indian, Chinese",450.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.6,Orange,Average,7
310701,Kathi's,1,New Delhi,"E6, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22,28.57,Fast Food,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18272352,Punjabi's Veg Grill,1,New Delhi,"9/108, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.12,28.64,North Indian,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
310273,Bhape Di Hatti,1,New Delhi,"Near Sanatan Dharam Mandir, Main Market, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18372667,Bhatura King,1,New Delhi,"Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,Street Food,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
310728,Bhukkadzz Point,1,New Delhi,"C131, Ganesh Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.09,28.64,Fast Food,300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3,Orange,Average,7
304319,Punjabi Ninja,1,New Delhi,"Plot 5, Anmol Vatika, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,North Indian,550.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,7
18198440,Radha Swami Cool Hut,1,New Delhi,"11/45 B, Gurudwara Rd, Block 11, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,"Beverages, Ice Cream",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
5964,Vijay Corner,1,New Delhi,"30, Double Story Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,"North Indian, Mughlai",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18285208,Chatkaara Point,1,New Delhi,"Shop AP4, Commercial Complex, A Block, Bindapur, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.07,28.61,"Fast Food, Chinese",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
302057,Lajwab Bakery,1,New Delhi,"Mangal Bazaar Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.06,28.62,Bakery,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
9209,Shri Murli Wala,1,New Delhi,"B5, Patel Garden, Near Metro Pillar 787, Dwarka Mor, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.03,28.62,"North Indian, South Indian, Chinese, Street Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,7
302047,Tanatan Corner,1,New Delhi,"Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.06,28.62,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
8215,Mandrain,1,New Delhi,"Food Court, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.29,28.64,Chinese,450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,7
8530,Aggarwal Confectionary,1,New Delhi,"38, DDA Market, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.32,28.6,"Street Food, Bakery",50.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,7
311184,Ankur Family Restaurant,1,New Delhi,"B 17, Om Sai Complex, New Ashok Nagar, Opposite Metro Pillar No 162, Near, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.31,28.59,"North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.8,Orange,Average,7
311333,Twenty Four Seven,1,New Delhi,"A31, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.07,28.63,"Fast Food, North Indian",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18419896,Health Buzzz,1,New Delhi,"Shop  7, C Block Market, Near Gurudwara, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31,28.67,Healthy Food,350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.1,Orange,Average,7
301402,Indian Diners,1,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida","Hotel Golf View, Sector 37, Noida","Hotel Golf View, Sector 37, Noida, Noida",77.34,28.56,"North Indian, Chinese, Continental",1300.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3,Orange,Average,7
18349905,Kebab Xpress,1,Noida,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.35,28.57,"North Indian, Mughlai",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.9,Orange,Average,7
18383460,Pizza Hut,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.35,28.57,"Italian, Pizza, Fast Food",1000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,2.6,Orange,Average,7
18254527,Green Chick Chop,1,Noida,"Shop 32, Block A2",Sector 110,"Sector 110, Noida",77.39,28.53,"Raw Meats, Fast Food, North Indian",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
18381224,Singh Foods,1,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.37,28.54,"North Indian, Mughlai",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.2,Orange,Average,7
8072,Jhatpat Khana,1,Noida,"Y372, Near City Hospital, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.34,28.6,North Indian,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
18393840,Moti Mahal Deluxe Advant,1,Noida,"Advant Towers, Sector 142, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.41,28.5,"North Indian, Mughlai",1400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,2.8,Orange,Average,7
18146472,Cake n Flower,1,Noida,"Shop 4, CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31,28.58,Bakery,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
18216929,Jain Restaurant,1,Noida,"Jiyaram Complex, Near Central Bank, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.34,28.6,"North Indian, Chinese, South Indian",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3,Orange,Average,7
5700,Uncle's Punjabi Rasoi,1,Noida,"11 & 12, Shakumbari Sabzi Market, Behind SABMALL, Atta Peer, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32,28.57,North Indian,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,7
18424204,Pind Balluchi,1,Noida,"Shop 215, 2nd Floor, Logix City Centre Mall, Sector 34, Noida",Sector 34,"Sector 34, Noida",77.35,28.57,"North Indian, Chinese, Mughlai",900.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,2,2.9,Orange,Average,7
18255715,Shahenshah,1,Noida,"Shop 2, Mukhiya Market, Near MITR Hospital, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.34,28.56,"North Indian, Mughlai, Chinese",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.9,Orange,Average,7
18349929,Keventers,1,Noida,"SH161,eGardeneGalleria, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.32,28.56,Beverages,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18449659,Sen's Sational Xpress Kitchen,1,Noida,"Shop 2, C Block Market, Sector 39, Noida",Sector 39,"Sector 39, Noida",0,0,"North Indian, Mughlai",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3,Orange,Average,7
308763,Shadev Saini Dhaba,1,Noida,"Main Dadri Road, Village Chhalera, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.34,28.56,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
310724,The Taste,1,Noida,"Opposite Samvedna Hospital, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.37,28.56,"Bakery, Fast Food",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,7
18289230,Public Cafe,1,Noida,"2, Shopping Planet, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.37,28.56,"Fast Food, Beverages",450.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.4,Red,Poor,7
313329,The Cake Masters,1,Noida,"B103, Near B Block Park, Sector 56, Noida",Sector 56,"Sector 56, Noida",77.34,28.6,"Bakery, Desserts",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.5,Orange,Average,7
501,Barista,1,Noida,"EXL Tower, 5, A94/4, 5, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.36,28.6,Cafe,650.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,7
8077,Shree Ganesh M Cafe,1,Noida,"Noida Authority, Opposite Vijaya Bank, Sector 6, Noida",Sector 6,"Sector 6, Noida",77.32,28.59,South Indian,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18435329,GVP Creations,1,Noida,"Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37,28.61,Bakery,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,7
18337891,Oh Buoy  Flying Fox,1,Noida,"Near Supertech Building, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.38,28.52,"Chinese, Fast Food",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,7
308737,Adarsh Kulfi,1,Noida,"Food Court, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.34,28.59,Ice Cream,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,7
6600681,Chez Michou,30,Brasilia,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Brasilia",Asa Norte,"Asa Norte, Brasilia",47.88,15.76,"Fast Food, French",55.00,Brazilian Real(R$),FALSE,FALSE,FALSE,2,3,Orange,Average,6
6601158,Manzue,30,Brasilia,"Ponteo Lago Sul, SHIS 10, Lote 9, Lago Sul, Brasilia","Ponteo Lago Sul, Lago Sul","Ponteo Lago Sul, Lago Sul, Brasilia",47.87,15.83,Seafood,240.00,Brazilian Real(R$),FALSE,FALSE,FALSE,4,3.2,Orange,Average,6
18366580,Sakura Sushi & Grill,216,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Cochrane, Cochrane",114.47,51.18,"Asian, Japanese",25.00,Dollar($),FALSE,FALSE,FALSE,2,3.1,Orange,Average,6
16643459,Consort Restaurant,37,Consort,"4931 50th Street, Consort, AB T0C 1B0",Consort,"Consort, Consort",110.77,52.01,"Chinese, Canadian",25.00,Dollar($),FALSE,FALSE,FALSE,2,3,Orange,Average,6
2400403,Pind Balluchi,1,Allahabad,"5A, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0,0,"North Indian, Mughlai",800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.2,Orange,Average,6
18420432,Parkash Dhaba,1,Faridabad,"Shop 32, HUDA Market, Sector 19, Faridabad",Sector 19,"Sector 19, Faridabad",77.31,28.42,"North Indian, Chinese",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,6
18204478,Desi Tadka,1,Faridabad,"Shop 1, Devi Sahai Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.31,28.48,"North Indian, Mughlai, Chinese",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,6
307903,Thakur Bakers,1,Ghaziabad,"Shop 24, Regalia Heights, Shipra Suncity, Indirapuram, Ghaziabad",Indirapuram,"Indirapuram, Ghaziabad",77.37,28.64,Bakery,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,6
18381223,Dosa X'press,1,Ghaziabad,"Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37,28.63,South Indian,500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,6
18441709,Downtown Kitchen & Bar  Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon","Courtyard by Marriott, Sushant Lok","Courtyard by Marriott, Sushant Lok, Gurgaon",77.08,28.46,"Chinese, North Indian, Italian",2700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.2,Orange,Average,6
18258475,Rasoi,1,Gurgaon,"Shop 11, Nathupur Road, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.1,28.49,"North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,6
309423,Armory  Hotel Haut.Monde,1,Gurgaon,"Hotel Haut.Monde, Part 1, Sector 15, Gurgaon","Hotel Haute.Monde, Sector 15","Hotel Haute.Monde, Sector 15, Gurgaon",77.04,28.46,Finger Food,1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,2.9,Orange,Average,6
307533,Bar Code  Leisure Inn,1,Gurgaon,"Leisure Inn, 17/6, Old Delhi Gurgaon Road, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon, Gurgaon",77.04,28.47,Finger Food,1900.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3,Orange,Average,6
18350120,Ko Jitters,1,Gurgaon,"P4, Circular Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.02,28.47,"Fast Food, Beverages",450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,6
17977759,Sanjha Chula,1,Gurgaon,"Opposite Tirath Ram Hospital, Basai Road, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.02,28.46,North Indian,700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,6
312105,Crust N Cakes,1,Gurgaon,"Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.04,28.5,Bakery,550.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.2,Orange,Average,6
303730,Assam Tea Corner,1,Gurgaon,"New Mata Road, Rajiv Colony, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.04,28.48,"Chinese, Street Food",150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,6
309272,Balaji Sweets & Snacks,1,Gurgaon,"Shop 1, Near Shiv Mandir Chowk, Rajeev Nagar, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.03,28.48,"North Indian, South Indian, Chinese",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,6
303747,Uttarakhand Fast Food,1,Gurgaon,"New Mata Kataria Road, Rajiv Colony, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.04,28.48,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,6
303765,Wahid Food Corner,1,Gurgaon,"Plot 100, Sheetla Mata Road, Rajeev Nagar, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.03,28.48,North Indian,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,6
311770,Delight Express,1,Gurgaon,"Shop 82, HUDA Market, Part 2, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.04,28.46,"Chinese, North Indian",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,6
18419875,Cafeast,1,Gurgaon,"Next to ITC Green Centre, Institutional Area, Sector 32, Near, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.04,28.44,"North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3,Orange,Average,6
18380197,Aarush  A Mediterranean Kitchen,1,Gurgaon,"Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",0,0,Mediterranean,600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.2,Orange,Average,6
18472639,Blossoms  U,1,Gurgaon,"A 269, Ground Floor, Sushant Lok 2 , Sector 55, Near Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.11,28.42,"Bakery, Desserts",300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3,Orange,Average,6
18351822,Breakfast,1,Gurgaon,"801, Arihant CGHS, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",0,0,"Chinese, North Indian, South Indian, Healthy Food",120.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,6
18423797,Ghar Ki Handi,1,Gurgaon,"Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",0,0,North Indian,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,6
5011,YomoYour Only Momo Outlet,1,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.1,28.43,Fast Food,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,6
